msoa11cd,total_number_of_collisions_2018_2022,total_number_of_casualties_2018_2022,fatal_casualties_2018_2022,cyclist_casualties_2018_2022,pedestrian_casualties_2018_2022,horse_rider_casualties_2018_2022,car_occupant_casualties_2018_2022,snow_collisions_2018_2022,fog_or_mist_collisions_2018_2022,darkness_collisions_2018_2022,daylight_collisions_2018_2022,summer_collisions_2018_2022
E02002937,85,53,0,4,5,1,4,6,6,27,60,22
E02002994,85,48,0,13,3,0,6,7,7,20,67,22
E02003304,85,88,2,6,9,0,9,6,6,23,63,25
E02003425,85,105,1,16,16,0,14,7,7,19,66,22
E02003770,85,102,4,11,7,0,10,4,4,20,65,22
E02003862,85,15,0,5,3,0,1,3,3,24,61,21
E02003875,85,28,0,2,0,0,2,4,3,18,67,29
E02003932,85,63,1,3,12,0,4,3,3,23,62,23
E02004171,85,59,2,1,2,0,2,4,4,23,62,22
E02004204,85,76,4,5,8,0,7,6,6,27,58,19
E02004234,85,33,0,3,1,0,0,4,5,30,55,20
E02004236,85,46,0,9,4,0,7,4,4,19,68,24
E02004402,85,93,2,3,20,0,8,5,5,17,68,26
E02004435,85,65,1,7,13,0,5,5,5,19,66,27
E02004472,85,32,0,2,4,0,2,4,4,20,67,25
E02004685,85,60,3,5,6,0,15,5,5,17,69,26
E02004748,85,98,0,21,11,0,22,6,6,33,52,25
E02004942,85,50,1,6,8,0,4,4,4,19,66,17
E02005101,85,63,1,5,5,0,2,4,4,22,63,24
E02005161,85,70,0,7,11,1,13,5,5,24,61,18
E02005186,85,48,0,3,7,1,5,4,4,25,61,20
E02005221,85,85,0,10,3,0,13,7,7,32,54,23
E02005262,85,63,0,5,8,0,3,4,4,24,62,20
E02005533,85,74,1,7,8,0,8,6,6,24,61,30
E02005607,85,102,2,4,6,0,12,6,6,22,64,23
E02005812,85,79,3,8,9,0,10,5,5,17,68,22
E02006189,85,0,0,2,4,0,3,5,6,24,62,22
E02006236,85,63,0,8,5,0,7,7,7,24,61,26
E02006247,85,99,0,10,7,0,11,5,5,23,62,24
E02006258,85,112,0,20,9,0,13,6,6,19,66,19
E02006288,85,64,0,9,6,1,5,5,5,18,67,26
E02006354,85,78,0,18,10,0,12,5,5,23,64,23
E02006534,85,85,2,15,10,0,12,6,6,20,65,18
E02006558,85,111,1,16,15,0,10,6,6,28,58,16
E02006671,85,45,1,9,9,0,2,4,4,20,66,25
E02006787,85,48,0,14,6,0,7,5,5,30,55,23
W02000136,85,31,0,3,3,0,2,6,6,20,66,29
E02000172,84,144,0,41,22,0,29,6,6,18,67,23
E02000183,84,71,0,25,14,0,10,5,5,29,56,24
E02000741,84,117,1,10,16,0,27,4,4,21,64,19
E02000855,84,48,0,10,8,0,8,5,5,23,61,20
E02000927,84,80,0,30,9,0,17,4,4,22,63,23
E02001076,84,47,0,20,8,0,0,5,5,30,55,21
E02002733,84,47,0,10,6,0,2,4,4,20,64,17
E02002844,84,71,0,9,13,0,3,6,6,30,55,23
E02003184,84,106,0,16,13,0,31,4,4,20,64,24
E02003210,84,66,1,18,14,0,4,5,5,19,65,26
E02003337,84,97,2,7,7,0,19,4,4,24,60,29
E02003348,84,57,0,4,3,0,5,5,5,16,69,16
E02003497,84,80,0,20,12,0,10,5,5,13,71,21
E02003562,84,90,3,12,15,0,11,5,5,25,60,18
E02003659,84,70,2,9,10,0,6,6,6,22,62,21
E02003728,84,72,0,36,3,0,11,5,5,24,60,15
E02003864,84,38,1,3,9,0,2,5,5,24,60,22
E02003948,84,75,0,8,8,0,10,5,5,26,59,24
E02003988,84,69,2,3,8,0,6,4,4,24,61,26
E02004586,84,52,0,4,12,0,2,5,5,24,60,15
E02004677,84,46,0,2,5,0,1,6,5,25,60,23
E02004755,84,69,0,13,9,0,9,7,7,37,47,18
E02004771,84,105,2,14,17,0,12,5,5,24,60,20
E02004908,84,76,1,10,10,0,8,6,6,24,61,21
E02004923,84,73,2,5,4,1,9,6,6,21,63,19
E02005215,84,135,2,7,29,0,7,8,8,25,61,19
E02005226,84,86,0,14,17,0,9,5,5,22,62,21
E02005248,84,80,2,3,14,0,3,4,4,28,56,25
E02005398,84,37,3,2,3,0,3,4,4,30,55,23
E02005440,84,65,2,2,3,0,13,4,5,24,60,24
E02005519,84,67,0,9,14,0,6,5,6,28,57,21
E02005539,84,75,0,3,6,0,4,5,6,16,68,25
E02005961,84,30,1,5,2,0,2,5,5,26,60,25
E02005980,84,59,0,6,1,0,7,7,7,21,66,23
E02006393,84,53,0,6,9,0,4,4,4,25,59,22
E02006403,84,82,1,9,8,0,10,4,4,18,66,23
E02006459,84,194,2,15,14,0,33,6,6,33,51,28
E02006522,84,37,0,3,2,0,0,4,4,21,63,25
E02006783,84,107,0,12,16,0,20,5,5,23,61,23
E02000072,83,184,0,6,24,0,17,7,7,26,59,15
E02000136,83,67,0,4,13,0,11,4,4,17,66,19
E02000138,83,76,0,12,13,0,11,5,5,23,60,21
E02000141,83,83,0,17,17,0,13,5,5,27,56,23
E02000145,83,113,0,6,12,0,15,5,6,21,62,22
E02000146,83,100,0,10,17,0,24,5,5,15,68,22
E02000190,83,27,0,5,9,0,6,5,5,30,53,26
E02000495,83,82,0,7,17,0,7,6,6,20,64,25
E02000565,83,83,0,31,13,0,13,5,5,28,55,22
E02000653,83,146,1,39,21,0,34,5,5,31,53,22
E02001004,83,65,1,4,12,0,1,5,5,31,53,23
E02001357,83,74,0,7,13,0,2,5,5,18,65,32
E02001918,83,81,0,13,13,0,2,6,6,28,55,20
E02001981,83,106,1,8,30,0,5,6,6,28,56,22
E02002624,83,78,0,6,12,1,3,6,6,32,52,28
E02002717,83,92,0,17,2,0,8,5,5,26,57,22
E02002726,83,100,1,4,4,0,11,7,7,26,58,24
E02002803,83,58,3,14,12,0,5,4,4,21,63,23
E02003302,83,83,1,2,5,0,12,6,6,21,62,24
E02003303,83,94,0,5,7,0,11,5,5,23,61,25
E02003341,83,78,3,2,5,0,9,5,4,24,59,19
E02003401,83,77,0,15,13,0,8,5,5,29,55,19
E02003537,83,105,1,24,14,0,12,6,6,25,59,21
E02003810,83,80,2,5,11,0,5,5,5,19,66,23
E02003924,83,77,0,6,9,0,7,5,5,18,66,21
E02004017,83,50,0,9,2,0,7,4,4,19,64,24
E02004194,83,52,0,8,4,0,11,3,3,14,69,27
E02004260,83,52,0,2,2,0,9,5,5,26,57,30
E02004277,83,87,2,11,14,0,11,7,7,15,69,19
E02004474,83,48,1,4,9,0,4,5,5,18,65,19
E02004626,83,48,1,1,3,0,4,5,5,24,59,22
E02004868,83,57,0,3,10,0,6,4,4,16,67,23
E02004870,83,100,2,4,17,0,10,5,5,27,56,20
E02005088,83,120,2,6,14,0,20,6,6,28,56,16
E02005498,83,66,0,4,3,0,6,4,4,24,59,21
E02005701,83,58,0,6,2,0,5,6,6,26,57,23
E02005740,83,84,1,6,18,0,11,7,7,23,60,23
E02005744,83,48,1,2,6,0,3,4,4,15,69,30
E02005753,83,85,3,7,12,0,5,8,8,17,69,23
E02005756,83,43,2,1,1,0,5,4,4,17,66,25
E02006412,83,66,0,14,5,0,10,4,4,24,60,22
E02006466,83,141,0,21,17,0,14,5,5,24,59,20
E02006531,83,63,1,18,11,0,6,6,6,26,57,18
E02006548,83,120,2,14,13,0,12,6,6,18,66,16
E02006829,83,59,1,10,4,1,10,5,5,21,62,19
W02000108,83,46,1,2,5,0,1,5,5,18,65,33
W02000164,83,56,2,3,10,0,2,4,4,20,63,26
E02000149,82,96,1,6,15,0,13,5,5,25,59,18
E02000174,82,79,0,29,12,0,15,5,5,25,57,24
E02000253,82,133,0,15,29,0,33,6,6,26,57,21
E02000270,82,88,0,19,16,0,21,5,5,20,63,24
E02000327,82,65,1,10,8,0,15,4,4,29,54,24
E02000398,82,171,1,23,15,0,45,4,4,29,54,23
E02000513,82,127,0,7,19,0,24,5,5,26,56,18
E02000589,82,46,0,16,12,0,6,5,5,29,53,20
E02000895,82,87,0,6,12,0,14,5,5,33,49,22
E02000925,82,116,1,33,22,0,28,4,4,31,51,16
E02000941,82,107,0,47,12,0,20,6,6,26,57,26
E02001097,82,53,0,4,7,0,13,5,6,33,49,25
E02001301,82,50,0,5,8,0,1,5,5,15,68,32
E02001387,82,51,0,15,10,0,1,5,5,22,59,24
E02001427,82,81,1,9,14,0,9,6,6,25,57,25
E02001534,82,69,0,8,5,0,5,6,6,28,54,19
E02001646,82,26,0,12,5,0,0,5,5,27,55,15
E02001729,82,98,2,10,17,0,3,6,6,24,58,28
E02002077,82,88,0,6,9,0,14,6,6,27,57,17
E02002333,82,47,0,10,4,1,5,6,5,19,65,21
E02002456,82,61,0,10,11,0,1,4,4,27,55,19
E02002763,82,131,1,17,17,0,17,4,4,23,59,15
E02002768,82,73,1,4,1,0,8,5,4,25,58,21
E02002824,82,123,1,15,19,0,8,6,6,29,54,17
E02002943,82,119,1,12,11,0,7,5,5,19,63,19
E02003131,82,71,1,6,3,0,13,5,5,18,64,26
E02003608,82,104,1,6,10,0,13,6,6,25,57,21
E02003884,82,48,0,7,4,0,8,5,5,19,64,23
E02003891,82,36,0,1,2,0,3,4,4,17,65,20
E02003919,82,59,2,4,8,0,9,4,4,30,53,20
E02003944,82,87,1,9,5,0,11,5,5,23,59,18
E02003972,82,60,0,2,9,0,8,6,6,31,51,23
E02003976,82,26,1,3,4,0,0,5,5,12,71,29
E02004007,82,75,2,9,8,0,5,7,7,27,56,24
E02004034,82,39,2,2,3,0,11,5,5,19,63,21
E02004162,82,54,1,8,16,0,10,5,5,13,69,25
E02004185,82,48,0,6,2,0,3,4,4,18,66,16
E02004211,82,42,0,7,6,0,1,5,5,23,59,27
E02004267,82,28,0,2,0,0,6,3,3,17,65,27
E02004359,82,78,0,17,8,0,2,5,5,19,65,21
E02004370,82,108,0,5,19,1,18,5,5,22,60,19
E02004398,82,134,2,12,18,0,14,6,6,24,59,17
E02004468,82,56,0,6,3,0,4,6,6,20,65,22
E02004671,82,40,3,3,2,0,7,4,4,24,58,23
E02004694,82,64,0,3,8,0,4,4,4,26,57,22
E02004739,82,48,2,12,6,0,16,4,4,22,60,27
E02005118,82,154,0,8,10,0,13,6,6,19,64,16
E02005274,82,71,2,4,6,0,7,6,5,22,60,18
E02006033,82,47,0,10,8,0,4,4,4,27,55,21
E02006040,82,53,3,7,2,0,1,4,4,20,62,18
E02006261,82,50,1,2,5,0,6,4,4,18,64,26
E02006346,82,92,1,7,7,0,5,7,7,17,65,27
E02006355,82,75,0,10,8,0,10,4,4,24,59,19
E02006468,82,62,0,2,9,0,1,6,6,18,66,20
E02006483,82,63,1,11,7,0,9,5,5,26,56,21
E02006660,82,68,0,8,7,0,6,7,7,28,56,27
E02006770,82,68,4,2,16,0,6,4,4,28,54,20
W02000103,82,41,2,2,1,0,2,3,4,22,60,25
W02000132,82,41,0,3,3,0,2,4,4,19,63,23
W02000183,82,53,2,1,5,0,4,6,6,26,57,19
E02000081,81,79,0,5,17,0,6,5,5,25,56,22
E02000127,81,97,0,7,9,0,21,6,6,18,64,21
E02000267,81,77,0,16,13,0,19,4,4,24,57,26
E02000555,81,101,1,38,16,0,21,6,6,28,53,26
E02000647,81,164,0,31,23,0,50,5,5,22,59,21
E02000938,81,144,0,34,13,0,51,5,5,23,58,27
E02000965,81,88,1,24,18,0,20,5,5,26,55,19
E02001146,81,65,1,3,16,0,7,5,5,27,54,16
E02001689,81,46,1,5,13,0,4,5,5,23,58,16
E02001861,81,123,2,10,26,0,9,5,5,26,55,19
E02001899,81,51,0,7,5,0,1,5,5,27,54,23
E02001938,81,64,0,11,7,0,5,5,5,19,62,24
E02002193,81,60,1,3,14,0,6,4,4,24,57,16
E02002285,81,60,1,5,17,0,4,5,5,25,57,20
E02002309,81,66,0,5,15,0,5,4,4,18,63,15
E02002809,81,80,0,7,9,0,8,4,4,31,52,23
E02003006,81,81,4,8,12,0,6,5,5,19,64,23
E02003019,81,90,3,10,7,0,19,6,6,25,57,21
E02003145,81,61,2,9,7,0,8,4,4,30,51,25
E02003147,81,100,1,11,5,0,16,5,5,28,53,24
E02003325,81,115,0,4,29,0,10,4,4,20,61,19
E02003358,81,69,0,5,4,0,11,5,5,15,67,29
E02003482,81,35,0,3,2,0,5,4,4,28,54,24
E02003702,81,45,2,1,3,0,5,4,4,20,61,21
E02003723,81,47,0,28,6,0,2,4,4,15,66,21
E02003930,81,75,2,4,7,0,12,5,5,18,64,27
E02003971,81,45,0,1,9,0,5,5,5,16,66,26
E02004096,81,42,1,8,4,0,3,6,6,17,65,29
E02004104,81,54,0,7,4,0,4,5,4,10,71,23
E02004188,81,61,1,1,2,1,8,3,3,22,59,24
E02004270,81,50,2,3,3,1,5,4,5,15,66,18
E02004362,81,113,1,19,14,0,11,5,5,21,60,16
E02004585,81,84,1,5,14,0,8,5,5,26,56,21
E02004686,81,67,3,9,9,0,6,5,5,26,55,21
E02004688,81,51,0,4,6,0,12,5,5,18,64,25
E02004718,81,62,1,14,7,0,11,5,5,24,57,22
E02005558,81,64,0,2,2,0,6,5,4,27,56,26
E02005575,81,48,3,6,2,0,7,5,5,20,62,21
E02005732,81,37,1,3,4,0,2,8,6,21,62,20
E02005894,81,98,1,3,10,0,14,5,5,16,65,24
E02006080,81,50,0,6,1,0,4,4,4,23,58,20
E02006235,81,66,0,2,3,1,7,4,4,20,61,24
E02006296,81,82,0,11,7,0,8,8,8,23,60,28
E02006323,81,75,0,21,6,0,12,4,4,21,60,24
E02006339,81,110,3,12,10,0,21,4,4,18,63,20
E02006414,81,52,2,7,4,0,11,4,4,27,55,21
E02006470,81,77,1,8,7,0,10,7,7,29,52,20
E02006867,81,54,2,8,3,0,6,6,6,17,65,25
W02000088,81,11,0,0,0,0,2,4,4,25,56,16
W02000145,81,38,1,1,2,0,0,4,4,17,64,30
E02000052,80,90,0,21,14,0,17,6,6,24,56,18
E02000091,80,92,1,17,15,0,10,6,6,18,63,22
E02000224,80,91,0,15,14,0,13,5,5,24,56,18
E02000269,80,67,1,20,9,0,10,5,5,24,57,20
E02000333,80,50,0,18,4,0,4,4,4,19,62,19
E02000347,80,101,0,28,10,0,28,5,5,26,54,18
E02000404,80,135,0,26,17,0,46,4,4,31,49,12
E02000437,80,90,1,2,17,0,15,5,5,30,50,20
E02000518,80,102,0,5,13,0,12,5,5,31,50,22
E02001113,80,76,1,3,14,0,0,5,5,33,47,23
E02001365,80,81,0,22,19,0,12,6,6,31,49,24
E02001487,80,106,1,16,16,0,13,6,6,24,57,25
E02001579,80,80,0,3,14,0,7,6,6,18,63,23
E02001602,80,55,2,2,7,0,4,6,6,29,53,23
E02001964,80,110,2,11,20,0,13,6,6,21,59,33
E02002003,80,73,0,9,10,0,2,6,6,32,49,20
E02002416,80,52,1,1,3,0,12,4,5,24,57,24
E02002630,80,49,0,6,11,0,4,4,4,21,59,24
E02002665,80,71,2,16,9,0,10,5,5,21,59,19
E02002747,80,77,0,18,8,0,6,5,6,17,64,18
E02002845,80,90,2,6,16,0,3,6,6,30,50,18
E02002973,80,34,0,4,8,0,4,5,5,28,52,23
E02003078,80,47,2,9,8,0,4,4,4,26,54,30
E02003506,80,85,0,23,14,0,19,4,4,25,55,12
E02003672,80,56,0,9,4,0,8,6,6,26,54,25
E02004207,80,61,1,4,6,0,10,4,4,21,59,23
E02004259,80,54,0,3,4,0,6,4,4,17,63,19
E02004816,80,172,4,19,10,0,20,5,5,23,57,20
E02005051,80,206,1,10,25,0,24,8,8,21,60,19
E02005182,80,67,2,3,13,0,8,4,4,26,54,14
E02005199,80,53,1,3,5,0,5,5,6,31,49,20
E02005236,80,135,2,14,11,1,12,7,7,29,52,24
E02005418,80,121,2,16,20,0,9,5,5,28,53,24
E02005527,80,76,0,12,8,0,5,5,5,18,63,25
E02005600,80,43,0,3,2,0,3,4,4,17,63,19
E02005623,80,50,0,3,6,0,6,5,5,22,58,24
E02005804,80,70,2,6,16,0,17,5,5,20,60,20
E02006103,80,49,2,5,2,0,6,5,5,25,56,21
E02006266,80,69,1,2,4,0,6,5,5,19,62,25
E02006305,80,108,1,21,8,0,17,6,6,23,58,19
E02006407,80,106,0,12,11,0,19,6,6,21,59,11
E02006612,80,81,1,9,9,0,9,6,6,23,57,17
E02006630,80,110,1,24,20,0,13,5,5,25,55,24
E02006810,80,82,1,7,7,0,0,6,6,36,44,22
W02000085,80,0,0,0,0,0,0,6,6,29,53,19
E02000013,79,122,0,7,24,0,10,5,5,27,53,18
E02000029,79,116,1,7,15,0,42,5,5,25,54,19
E02000137,79,64,0,14,5,0,8,5,5,21,58,17
E02000166,79,80,3,26,13,0,13,5,5,15,64,27
E02000777,79,69,0,14,7,0,7,4,4,24,56,17
E02000863,79,54,0,4,6,0,9,4,4,18,62,23
E02001074,79,86,0,19,11,0,7,6,6,28,52,24
E02001173,79,38,1,4,12,0,2,4,4,22,57,17
E02001493,79,83,0,18,15,0,9,5,5,15,64,27
E02001519,79,92,1,3,9,0,7,4,4,31,48,22
E02001543,79,84,1,4,8,0,11,6,6,30,50,20
E02001548,79,86,2,8,25,0,5,5,5,29,50,22
E02001585,79,63,1,3,12,0,10,4,4,25,55,15
E02001850,79,82,1,1,15,0,4,5,5,24,56,29
E02001962,79,77,0,5,11,0,4,4,4,23,57,16
E02002312,79,64,1,5,13,0,7,4,4,23,57,19
E02002617,79,133,1,3,24,0,3,5,5,26,54,13
E02002702,79,73,1,16,7,0,5,6,6,21,58,17
E02002735,79,53,0,9,12,0,4,4,4,27,52,24
E02002828,79,55,1,4,3,0,5,5,5,32,48,20
E02002911,79,68,3,7,3,0,6,6,6,18,61,20
E02003129,79,77,0,5,3,0,2,4,4,16,63,21
E02003235,79,84,0,8,9,0,10,4,4,22,58,19
E02003292,79,111,0,6,24,0,12,6,6,25,55,22
E02003329,79,106,0,5,8,0,4,4,4,23,56,19
E02003504,79,77,1,27,14,0,14,5,5,21,58,25
E02003673,79,49,2,6,5,0,4,6,6,22,57,22
E02003987,79,66,3,3,4,0,5,4,4,17,62,23
E02004006,79,71,0,5,7,1,9,6,6,18,61,26
E02004009,79,40,0,2,2,0,2,4,4,24,55,22
E02004345,79,70,0,3,5,0,7,8,8,18,63,22
E02004507,79,0,0,12,9,0,1,6,6,27,53,20
E02004678,79,49,0,3,2,0,6,5,5,19,61,21
E02004886,79,68,1,4,3,0,8,4,4,18,61,26
E02004951,79,84,0,3,16,0,2,4,4,21,58,22
E02004964,79,32,0,0,3,0,6,4,4,23,56,19
E02005018,79,65,2,4,4,0,8,5,5,22,59,23
E02005079,79,99,0,4,13,0,5,5,5,22,57,27
E02005219,79,91,0,3,14,0,7,6,6,22,58,24
E02005263,79,67,0,10,15,0,4,4,4,23,56,13
E02005325,79,70,1,9,5,0,8,5,5,24,56,13
E02005688,79,45,3,3,1,0,10,4,4,28,51,19
E02006157,79,38,0,5,3,0,5,4,4,22,58,22
E02006242,79,87,0,2,3,0,3,5,5,18,61,31
E02006313,79,77,0,16,4,0,8,6,6,23,56,25
E02006421,79,78,1,9,9,0,8,5,5,16,64,27
E02006442,79,35,1,2,3,0,2,4,4,30,49,26
E02006512,79,61,4,10,7,0,5,6,6,18,62,26
E02006621,79,66,0,10,6,0,7,5,5,18,61,22
E02006641,79,74,2,2,8,0,6,4,4,15,65,23
E02006813,79,109,1,16,15,0,13,5,5,14,65,21
E02006905,79,65,0,10,9,0,9,4,4,14,66,23
W02000057,79,0,0,0,0,0,0,5,5,16,64,22
W02000066,79,0,0,1,3,0,4,6,6,26,54,20
W02000111,79,61,3,6,2,0,3,5,5,18,61,18
W02000366,79,27,0,0,2,0,6,5,5,19,61,15
E02000002,78,86,1,6,15,0,9,4,4,30,49,21
E02000011,78,94,0,3,15,0,15,4,4,21,57,20
E02000073,78,89,0,4,15,0,10,7,7,17,61,21
E02000239,78,86,0,7,17,0,18,5,5,33,45,19
E02000302,78,108,1,9,10,0,21,5,5,25,53,16
E02000410,78,50,0,15,9,0,7,4,4,25,54,24
E02000417,78,49,0,26,6,0,9,4,4,15,63,29
E02000612,78,72,0,15,7,0,10,5,5,20,60,18
E02000665,78,85,0,27,11,0,14,4,4,21,57,20
E02001015,78,39,1,3,4,0,6,5,5,18,60,24
E02001350,78,64,0,6,16,0,6,5,5,28,49,17
E02001401,78,52,1,5,9,0,1,5,5,30,48,19
E02001700,78,67,1,8,5,0,5,7,7,24,58,23
E02001851,78,76,1,4,15,0,3,5,5,24,54,18
E02001908,78,103,2,8,14,0,1,4,4,29,49,18
E02002047,78,57,0,5,10,0,2,4,4,29,49,18
E02002134,78,83,0,4,15,0,9,5,5,21,59,27
E02002458,78,64,0,4,10,0,4,6,6,19,60,21
E02002461,78,94,1,4,11,0,9,6,6,26,53,20
E02002503,78,55,0,12,11,0,4,4,4,18,60,17
E02003021,78,53,0,17,7,0,2,4,5,27,51,21
E02003092,78,56,3,3,7,0,4,4,4,21,57,24
E02003187,78,74,0,19,9,0,15,5,5,15,64,23
E02003711,78,67,0,10,5,0,9,4,4,23,55,23
E02003780,78,85,0,22,7,0,7,7,7,20,58,14
E02004178,78,53,0,5,3,0,3,4,3,21,57,30
E02004213,78,53,0,3,8,0,4,4,4,21,58,16
E02004280,78,65,1,8,9,1,6,5,5,11,69,23
E02004391,78,57,0,3,9,0,8,4,4,24,54,12
E02004568,78,63,1,6,6,0,8,5,6,18,61,29
E02004644,78,56,1,12,12,0,9,6,6,32,46,16
E02004683,78,52,1,3,4,0,6,4,4,25,53,18
E02004779,78,68,2,6,5,0,8,7,7,20,59,19
E02005193,78,65,0,9,6,0,9,6,6,25,54,24
E02005290,78,54,0,6,5,0,2,5,5,22,56,20
E02005319,78,65,2,7,5,0,5,6,6,27,51,26
E02005465,78,94,3,5,7,0,18,5,5,12,66,23
E02005502,78,94,2,5,3,0,12,6,5,21,58,23
E02005507,78,99,4,8,14,0,10,6,6,18,63,29
E02005736,78,63,0,4,13,0,6,4,4,23,55,23
E02006298,78,72,0,10,5,0,8,6,6,25,54,22
E02006494,78,53,0,5,9,0,7,4,4,15,64,20
E02006654,78,68,1,9,6,0,7,6,6,28,51,18
E02006855,78,87,0,10,15,0,17,3,3,22,56,20
E02000198,77,173,0,17,29,0,50,5,5,27,50,26
E02000690,77,36,0,13,8,0,3,4,4,19,58,21
E02000767,77,106,1,5,17,0,15,4,4,18,59,18
E02000848,77,72,0,9,7,0,7,5,5,22,57,13
E02000922,77,118,0,30,13,0,17,6,6,16,61,32
E02001389,77,61,0,20,8,0,5,4,4,27,51,9
E02001473,77,68,0,13,16,0,9,5,5,14,63,21
E02001476,77,66,1,8,10,0,5,4,4,21,56,21
E02001504,77,22,0,0,3,0,0,6,5,25,53,23
E02001637,77,8,0,0,0,0,1,4,4,25,52,18
E02001858,77,114,0,10,26,0,1,5,5,30,47,21
E02001860,77,103,0,7,36,0,1,5,5,22,56,24
E02002097,77,39,1,2,5,0,2,4,4,25,52,17
E02002127,77,113,0,4,19,0,9,4,4,20,57,18
E02002186,77,94,1,12,18,0,5,8,8,21,58,18
E02002301,77,72,0,2,17,0,4,4,4,27,51,15
E02002396,77,77,2,14,14,0,6,6,6,22,56,21
E02002439,77,65,1,6,15,0,6,5,5,25,52,21
E02002652,77,178,1,32,7,0,18,8,8,22,56,22
E02003049,77,55,0,8,12,0,14,5,5,23,54,20
E02003076,77,63,0,5,6,0,4,7,6,19,60,24
E02003190,77,120,0,27,18,0,24,6,6,15,63,20
E02003244,77,121,3,9,13,0,8,5,5,17,60,24
E02003264,77,81,0,4,5,0,4,6,6,20,58,18
E02003283,77,73,0,10,12,0,9,7,7,17,62,26
E02003316,77,129,0,5,15,0,13,5,5,19,60,26
E02003431,77,57,0,8,8,0,6,4,4,24,54,22
E02003617,77,50,1,4,9,0,5,6,6,23,54,17
E02003715,77,23,1,7,7,0,1,4,4,19,59,22
E02003879,77,54,1,16,6,0,5,3,3,27,50,16
E02003934,77,75,1,1,4,0,3,4,4,13,64,30
E02004001,77,40,1,3,6,0,6,4,4,24,53,18
E02004005,77,67,1,2,8,0,3,5,5,21,57,19
E02004126,77,60,0,8,9,0,11,4,4,19,58,18
E02004137,77,44,1,2,1,0,0,3,3,13,65,21
E02004371,77,97,1,2,19,0,16,4,4,27,50,27
E02004495,77,55,0,6,5,2,10,6,6,18,60,24
E02005054,77,96,1,2,14,0,9,4,7,20,58,26
E02005164,77,73,0,5,5,0,12,5,5,25,53,21
E02005204,77,79,1,8,11,0,9,7,7,22,56,24
E02005326,77,75,1,6,12,0,7,6,6,13,64,22
E02005417,77,84,4,2,4,0,10,5,5,21,57,24
E02005509,77,82,3,1,10,0,7,5,5,14,64,20
E02005707,77,31,1,2,2,0,2,7,5,11,67,27
E02005758,77,55,2,5,1,0,4,4,5,19,58,24
E02005765,77,45,1,2,1,0,8,4,4,17,60,21
E02005808,77,79,2,5,7,0,13,7,7,21,59,24
E02005910,77,43,0,10,5,0,2,6,6,21,57,27
E02006008,77,46,2,5,2,1,2,5,5,13,66,27
E02006098,77,44,1,2,1,0,2,4,4,24,53,22
E02006636,77,55,2,3,6,0,6,4,4,12,65,23
E02006826,77,75,0,4,7,0,8,6,6,31,47,24
E02006846,77,72,0,8,5,0,12,5,5,18,62,20
E02006882,77,118,1,7,25,0,26,9,9,18,62,22
W02000124,77,71,5,5,9,0,5,7,7,26,52,20
W02000129,77,58,1,4,2,0,6,4,4,15,62,24
W02000277,77,26,0,1,2,0,2,4,4,22,55,16
W02000364,77,37,0,3,7,0,1,5,4,21,56,19
E02000406,76,86,0,9,15,0,30,4,4,21,56,24
E02000464,76,95,0,1,18,0,7,4,4,27,49,18
E02000671,76,122,0,25,18,0,27,5,5,23,53,22
E02000700,76,110,0,15,17,0,32,5,5,20,58,15
E02000718,76,99,0,5,16,0,12,5,4,33,43,19
E02000735,76,114,3,18,15,0,24,4,4,28,48,16
E02000858,76,115,0,11,18,0,17,5,5,25,53,17
E02000859,76,73,1,9,13,0,8,5,5,24,52,19
E02000912,76,118,0,21,17,0,30,5,5,21,55,19
E02000921,76,110,1,26,18,0,21,6,6,20,58,21
E02000963,76,164,0,26,20,0,47,5,5,33,43,22
E02001333,76,75,1,9,16,0,4,6,5,20,56,21
E02001378,76,69,1,11,18,0,2,5,5,19,57,20
E02001518,76,83,5,6,9,0,7,5,5,23,53,22
E02001715,76,69,0,11,17,0,2,7,7,21,57,14
E02001726,76,88,0,7,16,0,3,8,8,22,55,20
E02002442,76,54,0,5,11,0,6,4,4,24,53,20
E02002453,76,60,2,11,5,0,5,6,6,22,54,22
E02002467,76,68,1,6,11,0,5,5,5,16,62,21
E02002662,76,71,2,11,6,0,11,5,5,22,55,20
E02002744,76,111,0,25,9,0,20,5,5,17,59,15
E02002748,76,67,1,13,7,0,7,6,6,25,53,23
E02002786,76,66,1,17,6,0,15,6,6,19,57,14
E02002790,76,70,1,26,8,0,7,6,6,17,61,22
E02002807,76,91,1,8,8,0,13,6,6,22,54,19
E02002941,76,67,2,6,7,0,8,6,6,24,52,16
E02003134,76,58,0,4,8,0,11,5,5,22,54,17
E02003225,76,47,3,4,2,0,8,4,4,18,59,17
E02003252,76,125,1,16,22,0,3,6,6,18,59,17
E02003409,76,74,0,5,10,0,6,7,7,21,56,15
E02003532,76,104,1,19,13,0,15,5,5,32,44,24
E02003549,76,62,1,11,9,0,6,5,5,27,50,17
E02003738,76,47,2,6,5,0,6,4,4,21,56,26
E02003909,76,77,1,10,8,0,7,6,6,13,64,18
E02004243,76,68,0,1,7,0,5,4,4,30,47,21
E02004617,76,55,0,2,6,0,5,4,4,18,58,26
E02004629,76,98,2,7,7,0,14,7,7,18,59,18
E02004790,76,76,0,10,9,0,9,5,5,17,59,21
E02005155,76,98,1,11,7,0,11,7,7,25,55,28
E02005479,76,71,1,11,11,0,3,5,5,20,58,24
